question,intent,entity,answer
Gai xương gót chân,Điều trị,Bone Spur of the Calcaneus,"Thuốc chống viêm không steroid (NSAIDs), thiết bị chỉnh hình, vật lý trị liệu, bài tập giãn cơ, sửa đổi giày dép, tiêm corticosteroid, phẫu thuật cắt bỏ (trong trường hợp nặng)"
Gai xương gót chân,Nguyên nhân,Bone Spur of the Calcaneus,Áp lực lặp đi lặp lại hoặc viêm ở gót chân
Ghẻ,Triệu chứng,Scabies,"Ngứa dữ dội, đặc biệt vào ban đêm, mụn nước hoặc cục nhỏ"
Ghẻ,Điều trị,Scabies,"Thuốc theo toa (thuốc bôi hoặc uống chống ghẻ), giặt quần áo và chăn ga trong nước nóng, hút bụi và làm sạch nhà"
Ghẻ,Nguyên nhân,Scabies,Nhiễm ký sinh trùng Sarcoptes scabiei
Giang mai,Triệu chứng,Syphilis,"Giai đoạn đầu: vết loét không đau (chancre) tại vị trí nhiễm trùng, giai đoạn hai: phát ban da, sốt, sưng hạch bạch huyết, đau họng, giai đoạn tiềm ẩn: không triệu chứng, giai đoạn ba: biến chứng nghiêm trọng ảnh hưởng đến tim, não và các cơ quan khác"
Giang mai,Điều trị,Syphilis,"Kháng sinh (thường là penicillin), điều trị biến chứng, theo dõi và xét nghiệm định kỳ"
Giang mai,Nguyên nhân,Syphilis,Nhiễm vi khuẩn Treponema pallidum qua quan hệ tình dục hoặc tiếp xúc
Giãn tĩnh mạch,Triệu chứng,Varicose Veins,"Tĩnh mạch to, sưng, thường ở chân"
Giãn tĩnh mạch,Điều trị,Varicose Veins,"Nâng chân, mang vớ nén, tập thể dục đều đặn, tránh ngồi hoặc đứng lâu, duy trì cân nặng khỏe mạnh"
Giãn tĩnh mạch,Nguyên nhân,Varicose Veins,Tăng áp lực tĩnh mạch do lưu lượng máu tăng trong thai kỳ
Giãn tĩnh mạch thực quản,Triệu chứng,Esophageal Varices,"Tĩnh mạch thực quản sưng, nôn ra máu, phân đen như nhựa đường"
Giãn tĩnh mạch thực quản,Điều trị,Esophageal Varices,"Thuốc (thuốc chẹn beta, thuốc co mạch), liệu pháp nội soi, buộc dây, shunt cổng gan qua tĩnh mạch cảnh trong (TIPS), can thiệp phẫu thuật"
Giãn tĩnh mạch thực quản,Nguyên nhân,Esophageal Varices,Tăng áp lực tĩnh mạch cửa do bệnh gan
Giả suy cận giáp,Triệu chứng,Pseudohypoparathyroidism,"Hạ canxi máu (mức canxi thấp), co giật cơ (tetany), tầm vóc thấp, mặt tròn"
Giả suy cận giáp,Điều trị,Pseudohypoparathyroidism,"Bổ sung canxi và vitamin D, quản lý biến chứng, liệu pháp thay thế hormone (nếu cần)"
Giả suy cận giáp,Nguyên nhân,Pseudohypoparathyroidism,Kháng hormone tuyến cận giáp do di truyền
Giảm thính lực dẫn truyền,Triệu chứng,Conductive Hearing Loss,"Giảm độ nhạy thính giác, âm thanh bị bít hoặc nghẹt"
Giảm thính lực dẫn truyền,Điều trị,Conductive Hearing Loss,"Thuốc, can thiệp phẫu thuật, máy trợ thính"
Giảm thính lực dẫn truyền,Nguyên nhân,Conductive Hearing Loss,Tắc nghẽn hoặc tổn thương ở tai ngoài hoặc tai giữa
Giảm tiểu cầu,Triệu chứng,Thrombocytopenia,"Dễ bầm tím, chảy máu kéo dài từ vết cắt, chấm xuất huyết (đốm đỏ hoặc tím trên da), chảy máu mũi, chảy máu kinh nguyệt quá mức"
Giảm tiểu cầu,Điều trị,Thrombocytopenia,"Điều trị nguyên nhân cơ bản, truyền tiểu cầu (nếu nặng), thuốc (corticosteroid, thuốc ức chế miễn dịch), tránh các thuốc có thể làm giảm tiểu cầu"
Giảm tiểu cầu,Nguyên nhân,Thrombocytopenia,Rối loạn miễn dịch hoặc suy tủy xương
Glaucoma bong vảy,Triệu chứng,Exfoliation Glaucoma,"Áp lực nội nhãn tăng, mất trường thị giác"
Glaucoma bong vảy,Điều trị,Exfoliation Glaucoma,"Thuốc nhỏ mắt để giảm áp lực nội nhãn (ví dụ: tương tự prostaglandin, thuốc chẹn beta, chất chủ vận alpha, chất ức chế carbonic anhydrase), laser trabeculoplasty, phẫu thuật (ví dụ: trabeculectomy, cấy ghép ống dẫn glaucoma)"
Glaucoma bong vảy,Nguyên nhân,Exfoliation Glaucoma,Tích tụ vật liệu bong vảy trong mắt gây tắc nghẽn thoát thủy dịch
Glaucoma bẩm sinh,Triệu chứng,Congenital Glaucoma,"Mắt đục hoặc mờ, chảy nước mắt nhiều, nhạy cảm với ánh sáng"
Glaucoma bẩm sinh,Điều trị,Congenital Glaucoma,"Phẫu thuật (ví dụ: trabeculotomy, goniotomy) để tạo đường thoát mới, thuốc để giảm áp lực nội nhãn"
Glaucoma bẩm sinh,Nguyên nhân,Congenital Glaucoma,Bất thường bẩm sinh trong hệ thống thoát thủy dịch
Glaucoma cấp tính,Triệu chứng,Acute Glaucoma,"Đau mắt nghiêm trọng, mờ mắt, quầng sáng quanh đèn"
Glaucoma cấp tính,Điều trị,Acute Glaucoma,"Thuốc (thuốc nhỏ mắt), liệu pháp laser, phẫu thuật (trong một số trường hợp)"
Glaucoma cấp tính,Nguyên nhân,Acute Glaucoma,Tăng áp suất trong mắt đột ngột
Glaucoma góc mở,Triệu chứng,Open-Angle Glaucoma,"Mất thị lực ngoại vi dần dần, thị lực đường hầm"
Glaucoma góc mở,Điều trị,Open-Angle Glaucoma,"Thuốc nhỏ mắt để giảm áp lực nội nhãn (ví dụ: tương tự prostaglandin, thuốc chẹn beta, chất chủ vận alpha, chất ức chế carbonic anhydrase), thuốc uống (ví dụ: chất ức chế carbonic anhydrase), laser trabeculoplasty, phẫu thuật (ví dụ: trabeculectomy, cấy ghép ống dẫn glaucoma)"
Glaucoma góc mở,Nguyên nhân,Open-Angle Glaucoma,"Tắc nghẽn hệ thống thoát thủy dịch, làm tăng áp lực nội nhãn"
Glaucoma góc đóng,Triệu chứng,Angle-Closure Glaucoma,"Đau mắt nghiêm trọng, đau đầu, mờ mắt, quầng sáng quanh đèn, buồn nôn và nôn"
Glaucoma góc đóng,Điều trị,Angle-Closure Glaucoma,"Thuốc (ví dụ: acetazolamide uống hoặc tiêm tĩnh mạch, thuốc chẹn beta tại chỗ, chất chủ vận alpha, tương tự prostaglandin), laser cắt mống mắt ngoại vi, phẫu thuật (ví dụ: trabeculectomy, cấy ghép ống dẫn glaucoma)"
Glaucoma góc đóng,Nguyên nhân,Angle-Closure Glaucoma,"Tắc nghẽn đột ngột góc thoát thủy dịch, gây tăng áp lực nội nhãn"
Glaucoma mãn tính,Triệu chứng,Chronic Glaucoma,"Mất thị lực dần dần, suy giảm thị lực ngoại vi, đau hoặc khó chịu ở mắt, quầng sáng quanh đèn"
Glaucoma mãn tính,Điều trị,Chronic Glaucoma,"Thuốc nhỏ mắt (để giảm áp suất trong mắt), thuốc uống, liệu pháp laser, phẫu thuật (lọc bè, thiết bị cấy ghép), kiểm tra mắt định kỳ"
Glaucoma mãn tính,Nguyên nhân,Chronic Glaucoma,Tăng áp suất trong mắt kéo dài
Glaucoma sắc tố,Triệu chứng,Pigmentary Glaucoma,"Mờ mắt, quầng sáng quanh đèn, đau mắt"
Glaucoma sắc tố,Điều trị,Pigmentary Glaucoma,"Thuốc nhỏ mắt để giảm áp lực nội nhãn (ví dụ: tương tự prostaglandin, thuốc chẹn beta, chất chủ vận alpha, chất ức chế carbonic anhydrase), laser trabeculoplasty, phẫu thuật (ví dụ: trabeculectomy, cấy ghép ống dẫn glaucoma)"
Glaucoma sắc tố,Nguyên nhân,Pigmentary Glaucoma,Sự phân tán sắc tố trong mắt làm tắc nghẽn hệ thống thoát
Glaucoma thứ phát,Triệu chứng,Secondary Glaucoma,Thay đổi tùy thuộc vào nguyên nhân cơ bản
Glaucoma thứ phát,Điều trị,Secondary Glaucoma,"Điều trị nguyên nhân cơ bản (ví dụ: điều chỉnh thuốc, phẫu thuật, quản lý chấn thương, loại bỏ khối u, kiểm soát viêm)"
Glaucoma thứ phát,Nguyên nhân,Secondary Glaucoma,"Do các bệnh lý khác như chấn thương, viêm, hoặc thuốc"
Glaucoma áp lực bình thường,Triệu chứng,Normal-Tension Glaucoma,"Mất thị lực dần dần, khiếm khuyết trường thị giác"
Glaucoma áp lực bình thường,Điều trị,Normal-Tension Glaucoma,"Thuốc nhỏ mắt để giảm áp lực nội nhãn (ví dụ: tương tự prostaglandin, thuốc chẹn beta, chất chủ vận alpha, chất ức chế carbonic anhydrase), thuốc uống (ví dụ: chất ức chế carbonic anhydrase), laser trabeculoplasty, phẫu thuật (ví dụ: trabeculectomy, cấy ghép ống dẫn glaucoma)"
Glaucoma áp lực bình thường,Nguyên nhân,Normal-Tension Glaucoma,Tổn thương dây thần kinh thị giác dù áp lực nội nhãn bình thường
Glaucoma áp lực thấp,Triệu chứng,Low-Tension Glaucoma,"Mất thị lực dần dần, khiếm khuyết trường thị giác"
Glaucoma áp lực thấp,Điều trị,Low-Tension Glaucoma,"Thuốc nhỏ mắt để giảm áp lực nội nhãn (ví dụ: tương tự prostaglandin, thuốc chẹn beta, chất chủ vận alpha, chất ức chế carbonic anhydrase), thuốc uống (ví dụ: chất ức chế carbonic anhydrase), laser trabeculoplasty, phẫu thuật (ví dụ: trabeculectomy, cấy ghép ống dẫn glaucoma)"
Glaucoma áp lực thấp,Nguyên nhân,Low-Tension Glaucoma,Tổn thương dây thần kinh thị giác dù áp lực nội nhãn thấp
Gãy cổ,Triệu chứng,Fracture of the Neck,"Đau cổ nghiêm trọng, sưng, nhạy cảm, khó cử động hoặc xoay đầu, tê hoặc yếu ở tay hoặc chân"
Gãy cổ,Điều trị,Fracture of the Neck,"Bất động (đai cổ, nẹp), quản lý đau, can thiệp phẫu thuật tiềm năng (trong trường hợp nặng)"
Gãy cổ,Nguyên nhân,Fracture of the Neck,Chấn thương cổ do tai nạn hoặc ngã
Gãy xương bánh chè,Triệu chứng,Fracture of the Patella,"Đau dữ dội, sưng, bầm tím, khó duỗi hoặc gập đầu gối, biến dạng"
Gãy xương bánh chè,Điều trị,Fracture of the Patella,"Bất động (nẹp, bó bột, hoặc nẹp), quản lý đau, vật lý trị liệu, bài tập để khôi phục khả năng vận động và sức mạnh, can thiệp phẫu thuật tiềm năng (trong trường hợp nặng hoặc nếu có di lệch)"
Gãy xương bánh chè,Nguyên nhân,Fracture of the Patella,Chấn thương trực tiếp vào đầu gối
Gãy xương cánh tay,Triệu chứng,Fracture of the Arm,"Đau, sưng, biến dạng, hạn chế khả năng vận động hoặc khó cử động cánh tay, bầm tím"
Gãy xương cánh tay,Điều trị,Fracture of the Arm,"Bất động (bó bột hoặc nẹp), quản lý đau, vật lý trị liệu, phẫu thuật (trong trường hợp gãy phức tạp)"
Gãy xương cánh tay,Nguyên nhân,Fracture of the Arm,Chấn thương hoặc va đập mạnh vào cánh tay
Gãy xương sườn,Triệu chứng,Fracture of the Rib,"Đau ngực, khó thở, nhạy cảm hoặc sưng trên lồng ngực"
Gãy xương sườn,Điều trị,Fracture of the Rib,"Quản lý đau, nghỉ ngơi, bất động (băng hoặc nẹp), vật lý trị liệu"
Gãy xương sườn,Nguyên nhân,Fracture of the Rib,Chấn thương ngực hoặc va đập mạnh
Gãy xương vai,Triệu chứng,Fracture of the Shoulder,"Đau vai, sưng, hạn chế phạm vi chuyển động"
Gãy xương vai,Điều trị,Fracture of the Shoulder,"Bất động (đai đeo, nẹp), quản lý đau, vật lý trị liệu, can thiệp phẫu thuật (trong trường hợp nặng)"
Gãy xương vai,Nguyên nhân,Fracture of the Shoulder,Chấn thương hoặc va đập mạnh
Hen suyễn,Triệu chứng,Asthma,"Các đợt tái phát của thở khò khè, khó thở, tức ngực, ho, đặc biệt vào ban đêm hoặc khi tiếp xúc với tác nhân như dị nguyên hoặc tập thể dục"
Hen suyễn,Điều trị,Asthma,"Thuốc kiểm soát lâu dài (như corticosteroid hít, chất chủ vận beta tác dụng kéo dài), thuốc giảm nhanh (như chất chủ vận beta tác dụng ngắn), tránh tác nhân kích thích (như dị nguyên, khói), theo dõi triệu chứng và chức năng phổi thường xuyên, lập kế hoạch hành động hen suyễn, kỹ thuật sử dụng ống hít đúng cách, thăm khám định kỳ với bác sĩ, thuốc khẩn cấp (như corticosteroid uống) khi cần"
Hen suyễn,Nguyên nhân,Asthma,"Viêm đường thở mãn tính, thường do dị ứng hoặc kích ứng"
Herpangina,Triệu chứng,Herpangina,"Đau họng, sốt, vết loét hoặc phồng rộp đau trong miệng và họng, khó nuốt, chán ăn"
Herpangina,Điều trị,Herpangina,"Giảm triệu chứng (thuốc giảm đau, viên ngậm họng, súc miệng), nghỉ ngơi, uống đủ nước, duy trì vệ sinh miệng tốt, tránh thực phẩm cay hoặc axit"
Herpangina,Nguyên nhân,Herpangina,"Nhiễm virus, thường là Coxsackievirus"
Hạ canxi máu,Triệu chứng,Hypocalcemia,"Tê hoặc ngứa ran ở ngón tay hoặc quanh miệng, chuột rút cơ"
Hạ canxi máu,Điều trị,Hypocalcemia,"Bổ sung canxi và vitamin D, điều trị nguyên nhân cơ bản, canxi tiêm tĩnh mạch (trong trường hợp nặng)"
Hạ canxi máu,Nguyên nhân,Hypocalcemia,Thiếu canxi hoặc rối loạn chuyển hóa
Hạ đường huyết,Triệu chứng,Hypoglycemia,"Run, chóng mặt, lú lẫn, đổ mồ hôi"
Hạ đường huyết,Điều trị,Hypoglycemia,"Tiêu thụ glucose hoặc thực phẩm chứa đường, điều chỉnh liều thuốc hoặc insulin"
Hạ đường huyết,Nguyên nhân,Hypoglycemia,Mức đường huyết thấp do dùng quá liều insulin hoặc thiếu ăn
Hẹp môn vị,Triệu chứng,Pyloric stenosis,"Đói liên tục, giảm cân, mất nước, nhu động ruột rõ, khối u cảm nhận được, cáu kỉnh"
Hẹp môn vị,Điều trị,Pyloric stenosis,"Siêu âm, xét nghiệm máu, phẫu thuật cắt cơ môn vị"
Hẹp môn vị,Nguyên nhân,Pyloric stenosis,"Dày cơ môn vị, thường do yếu tố di truyền hoặc môi trường"
Hẹp ống lệ,Triệu chứng,Stenosis of the Tear Duct,"Chảy nước mắt nhiều, tiết dịch mắt, nhiễm trùng mắt tái phát"
Hẹp ống lệ,Điều trị,Stenosis of the Tear Duct,"Thăm dò ống lệ, nong, sửa chữa phẫu thuật"
Hẹp ống lệ,Nguyên nhân,Stenosis of the Tear Duct,Tắc nghẽn ống lệ bẩm sinh hoặc приобретенная
Hội chứng Edward,Triệu chứng,Edward Syndrome,"Chậm phát triển, khuyết tật trí tuệ, đặc điểm khuôn mặt đặc trưng (cằm nhỏ, tai thấp), dị tật tim"
Hội chứng Edward,Điều trị,Edward Syndrome,"Chăm sóc hỗ trợ, xử lý các vấn đề y tế liên quan, chương trình can thiệp sớm, chăm sóc giảm nhẹ"
Hội chứng Edward,Nguyên nhân,Edward Syndrome,Trisomy 18 (dư thừa nhiễm sắc thể 18)
Hội chứng Sjögren,Triệu chứng,Sjögren's syndrome,"Khô miệng và mắt, mệt mỏi, đau khớp, da khô"
Hội chứng Sjögren,Điều trị,Sjögren's syndrome,"Giảm triệu chứng bằng nước mắt nhân tạo, chất thay thế nước bọt, nhấp nước thường xuyên, thuốc kích thích tiết nước bọt, thuốc điều hòa miễn dịch"
Hội chứng Sjögren,Nguyên nhân,Sjögren's syndrome,Rối loạn tự miễn tấn công tuyến tiết nước bọt và tuyến lệ
Hội chứng Tietze,Triệu chứng,Tietze Syndrome,"Đau ngực, sưng và nhạy cảm của sụn nối xương sườn với xương ức"
Hội chứng Tietze,Điều trị,Tietze Syndrome,"Thuốc chống viêm không steroid (NSAIDs), thuốc giảm đau, chườm nóng hoặc lạnh tại chỗ, tránh các hoạt động làm nặng thêm triệu chứng, biện pháp hỗ trợ (như mặc quần áo rộng hoặc sử dụng gối hỗ trợ), vật lý trị liệu (để cải thiện tư thế và tăng cường cơ bắp), tiêm corticosteroid (trong một số trường hợp), kỹ thuật giảm căng thẳng"
Hội chứng Tietze,Nguyên nhân,Tietze Syndrome,"Viêm sụn costal, thường không rõ nguyên nhân"
Hội chứng chân không yên,Triệu chứng,Restless Leg Syndrome,"Cảm giác khó chịu ở chân, thường vào buổi tối hoặc ban đêm, thôi thúc cử động chân để giảm bớt"
Hội chứng chân không yên,Điều trị,Restless Leg Syndrome,"Thay đổi lối sống (như tập thể dục đều đặn, tránh tác nhân như caffeine), vệ sinh giấc ngủ tốt (duy trì lịch ngủ đều đặn), massage chân hoặc bài tập giãn cơ, chườm nóng hoặc lạnh, liệu pháp thuốc (như chất chủ vận dopamine, thuốc chống co giật, opioid), bổ sung sắt (nếu thiếu sắt)"
