Question,Name,Intent,Scientific_name,Answer
"Bệnh viêm xoang cấp làm tôi mệt, có cách nào phục hồi không?",viêm xoang cấp,['Điều trị'],Acute Sinusitis,"Biện pháp tại nhà (như rửa mũi bằng nước muối, hít hơi nước), thuốc giảm đau không kê đơn (như acetaminophen hoặc ibuprofen), thuốc thông mũi (sử dụng ngắn hạn), corticosteroid mũi (để giảm viêm), uống nhiều nước và nghỉ ngơi, chườm ấm, tránh chất kích thích (như khói hoặc dị nguyên), kháng sinh theo toa (nếu nghi ngờ hoặc xác nhận nhiễm khuẩn), quản lý nguyên nhân cơ bản (như dị ứng hoặc polyp mũi), thuốc giảm triệu chứng (như thuốc giảm ho hoặc kháng histamine)"
"Tôi bị nhau tiền đạo, có triệu chứng gì và vì lý do gì?",nhau tiền đạo,"['Triệu chứng', 'Nguyên nhân']",Placenta Previa,"Triệu chứng: Chảy máu âm đạo, chảy máu không đau ở tam cá nguyệt thứ ba. Nguyên nhân: Nhau thai bám thấp, che một phần hoặc toàn bộ cổ tử cung"
"Tôi bị hẹp ống lệ, tôi muốn biết tại sao, những cách điều trị của bệnh.",hẹp ống lệ,"['Nguyên nhân', 'Điều trị']",Stenosis of the Tear Duct,"Nguyên nhân: Tắc nghẽn ống lệ bẩm sinh hoặc приобретенная. Điều trị: Thăm dò ống lệ, nong, sửa chữa phẫu thuật"
Bệnh viêm tủy cắt ngang gây ra dấu hiệu gì và tại sao lại thế?,viêm tủy cắt ngang,"['Triệu chứng', 'Nguyên nhân']",Transverse pulpitis,"Triệu chứng: Đau nhói lan xuống tay chân, Đau nhói vùng ngực, Rối loạn cảm giác, Yếu chân tay, Mắc vấn đề về ruột và bàng quan. Nguyên nhân: Virus herpes, Virus gây bệnh zona, Epstein-Barr, HIV, Echovirus, Virus zika, Cúm, Viên gan B, Quai bị, Sởi, Bệnh giang mai, Bệnh lao, Ho gà, Uốn ván"
"Bệnh polyp tử cung làm tôi mệt, tại sao vậy?",polyp tử cung,['Nguyên nhân'],Endometrial Polyps,Tăng sản nội mạc tử cung do tác động của hormone và yếu tố tuổi tác
"Tôi thấy khó chịu ở nhiễm ký sinh trùng, có phải dấu hiệu bệnh không?",nhiễm ký sinh trùng,['Triệu chứng'],Parasitic Infections,"Ngứa dữ dội, chấy hoặc trứng chấy nhìn thấy ở vùng bị ảnh hưởng"
"Bệnh chứng ngủ rũ biểu hiện thế nào, do nguyên nhân gì, và có phương pháp điều trị nào?",chứng ngủ rũ,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Narcolepsy,"Triệu chứng: Buồn ngủ quá mức ban ngày, mất trương lực cơ đột ngột (cataplexy). Điều trị: Thuốc kích thích, thuốc chống trầm cảm, thay đổi lối sống, ngủ theo lịch trình. Nguyên nhân: Rối loạn thần kinh điều chỉnh giấc ngủ"
"Cơ thể tôi lạ lắm khi bị tai biến mạch máu não, chuyện gì đang xảy ra?",tai biến mạch máu não (do tắc mạch máu não),['Triệu chứng'],Ischemic Stroke,"liệt nửa người, méo miệng, nói khó, mất cảm giác, mờ mắt, lú lẫn, mất thăng bằng, đột ngột và khu trú;"
"Tôi bị suy tim, triệu chứng ra sao và vì sao vậy?",suy tim,"['Triệu chứng', 'Nguyên nhân']",Heart Failure,"Triệu chứng: Khó thở, mệt mỏi, phù chân. Nguyên nhân: Bệnh mạch vành, tăng huyết áp, bệnh van tim, nhồi máu cơ tim"
Do đâu tôi bị cận thị và nên làm gì để chữa?,cận thị,"['Nguyên nhân', 'Điều trị']",Myopia,"Nguyên nhân: Tiêu cự mắt dài hơn bình thường. Điều trị: Kính mắt, kính áp tròng, phẫu thuật chỉnh hình (LASIK), chỉnh hình giác mạc (trong một số trường hợp)"
"Cơ thể tôi lạ lắm khi bị viêm kết mạc do dị ứng, chuyện gì đang xảy ra?",viêm kết mạc do dị ứng,['Triệu chứng'],Conjunctivitis due to Allergy,"Đỏ, ngứa, chảy nước, sưng mí mắt"
"Khi bị ung thư tuyến giáp, tôi sẽ thấy gì và do đâu mà có?",ung thư tuyến giáp,"['Triệu chứng', 'Nguyên nhân']",Thyroid Cancer,"Triệu chứng: Khối u ở cổ, thay đổi giọng nói, khó nuốt, đau cổ. Nguyên nhân: Phơi nhiễm phóng xạ, yếu tố di truyền, rối loạn nội tiết"
"Tôi bị suy tuyến sinh dục và thấy đau, có thuốc nào tốt không?",suy tuyến sinh dục,['Điều trị'],Hypogonadism,"Liệu pháp hormone thay thế (testosterone cho nam, estrogen/progesterone cho nữ)"
"Tôi bị hở van tim, triệu chứng là gì, do đâu, và có thuốc gì giúp không?",hở van tim,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Valvular Regurgitation,"Triệu chứng: khó thở khi gắng sức, mệt mỏi, hồi hộp, phù chân, đau ngực, nghe thấy tiếng thổi tâm thu hoặc trương trong tim, nặng có thể gây suy tim;. Điều trị: thuốc hỗ trợ (lợi tiểu, ACEI, chẹn beta), kháng đông nếu rung nhĩ, phẫu thuật sửa hoặc thay van nếu hở nặng;. Nguyên nhân: thấp tim, thoái hóa van, viêm nội tâm mạc nhiễm khuẩn, giãn vòng van, bệnh mô liên kết (Marfan), nhồi máu cơ tim gây tổn thương van."
"Tôi thấy khó chịu ở ung thư cổ tử cung, có phải dấu hiệu bệnh không?",ung thư cổ tử cung,['Triệu chứng'],Cervical Cancer,"Chảy máu âm đạo bất thường, đau vùng chậu, mệt mỏi, thay đổi khí chất"
"Tôi thấy khó chịu ở u xơ tử cung, phải làm sao để hết?",u xơ tử cung,['Điều trị'],Uterine Fibroids (Leiomyoma),"Thuốc điều chỉnh hormone, các biện pháp giảm đau, phẫu thuật nếu cần"
"Đau khớp do nhiễm trùng roi trichomonas, có phải bệnh nghiêm trọng không?",nhiễm trùng roi trichomonas,['Triệu chứng'],Trichomoniasis,"tiết dịch âm đạo bọt, ngứa, rát, đi tiểu buốt, có dịch niệu đạo tiết ra với số lượng ít không đặc nhầy và có mủ như người bệnh lậu."
"Tôi bị nhồi máu cơ tim, triệu chứng là gì, do đâu, và chữa thế nào?",nhồi máu cơ tim,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Myocardial Infarction,"Triệu chứng: đau ngực dữ dội kéo dài >20 phút, lan lên hàm, vai trái, kèm vã mồ hôi lạnh, khó thở, buồn nôn, loạn nhịp, có thể ngất;. Điều trị: thuốc tiêu huyết khối (alteplase), chống kết tập tiểu cầu (aspirin, clopidogrel), nitrate, chẹn beta (bisoprolol), statin, can thiệp đặt stent hoặc phẫu thuật bắc cầu mạch vành;. Nguyên nhân: tắc nghẽn động mạch vành do mảng xơ vữa và cục máu đông, thường trên nền tăng huyết áp, đái tháo đường, hút thuốc, rối loạn lipid."
Bị hội chứng men thì có gì bất thường không?,hội chứng men,['Triệu chứng'],Multiple Endocrine Neoplasia (MEN) Syndrome,"Xuất hiện các khối u nội tiết đa dạng, triệu chứng phụ thuộc vào tuyến bị ảnh hưởng"
Bị hội chứng thận hư thì người ta hay cảm thấy thế nào?,hội chứng thận hư,['Triệu chứng'],Nephrotic syndrome,"Tăng cân; Mệt mỏi: Cảm giác kiệt sức, không có năng lượng; Chán ăn; Phù nề: Sưng tấy ở chân, mặt và các vùng khác do giữ nước; Proteinuria: Lượng protein cao trong nước tiểu do thận không thể giữ protein; Hypoalbuminemia: Lượng albumin thấp trong máu"
Bị chấn thương bụng thì có triệu chứng gì và nguyên nhân là gì?,chấn thương bụng,"['Triệu chứng', 'Nguyên nhân']",Abdominal Injury,"Triệu chứng: Đau bụng, nhạy cảm, bầm tím, sưng, khó thở, buồn nôn, nôn, thay đổi nhu động ruột, máu trong nước tiểu hoặc phân. Nguyên nhân: Va chạm vật lý, tai nạn hoặc tổn thương nội tạng"
Nguyên nhân nào khiến tôi bị quá liều insulin và có cách điều trị không?,quá liều insulin,"['Nguyên nhân', 'Điều trị']",Insulin Overdose,"Nguyên nhân: Dùng quá liều insulin do nhầm lẫn hoặc cố ý. Điều trị: Điều trị hạ đường huyết ngay lập tức, hỗ trợ y tế, điều chỉnh liều lượng và chế độ insulin"
Bệnh béo phì do đâu và làm sao để bớt đau?,béo phì,"['Nguyên nhân', 'Điều trị']",Obesity,"Nguyên nhân: Lối sống ít vận động, chế độ ăn không lành mạnh hoặc yếu tố di truyền. Điều trị: Thay đổi lối sống (chế độ ăn lành mạnh, tập thể dục), thuốc giảm cân, phẫu thuật (nếu cần)"
Bị thận hình móng ngựa thì nên ăn uống thế nào để mau khỏe?,thận hình móng ngựa,['Điều trị'],Horseshoe-shaped kidneys,"Kháng sinh để điều trị nhiễm trùng cơ bản, Can thiệp phẫu thuật với sỏi thận có triệu chứng, Nếu bị thận ứ nước, bác sĩ sẽ thảo luận về một số lựa chọn điều trị không phẫu thuật hoặc phẫu thuật khác"
Do đâu tôi bị lang ben và nên làm gì để chữa?,lang ben,"['Nguyên nhân', 'Điều trị']",Molluscum contagiosum,"Nguyên nhân: Nhiễm virus molluscum contagiosum qua tiếp xúc trực tiếp, đặc biệt ở trẻ em. Điều trị: Có thể tự khỏi; hoặc điều trị bằng cryotherapy, curettage nếu cần"
Bệnh tắc nghẽn phổi có liên quan đến tuổi già không?,tắc nghẽn phổi,['Nguyên nhân'],Pulmonary Congestion,Suy tim hoặc tăng áp lực trong mạch phổi
"Tôi bị đau lưng vì vô sinh nữ không rõ nguyên nhân, nên làm gì bây giờ?",vô sinh nữ không rõ nguyên nhân,['Triệu chứng'],Female Infertility of Unknown Cause,"Không thể thụ thai sau một năm quan hệ không bảo vệ, chu kỳ kinh nguyệt không đều hoặc không có, mất cân bằng hormone, yếu tố liên quan đến tuổi tác"
"Tôi bị tinh hoàn ẩn, tôi muốn biết tại sao, cách điều trị và triệu chứng của bệnh.",tinh hoàn ẩn,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Cryptorchidism,"Triệu chứng: Không có hoặc tinh hoàn không xuống, bìu trống, tinh hoàn nhỏ hoặc kém phát triển, thoát vị bẹn, vị trí tinh hoàn bất thường (cao hơn ở vùng háng). Điều trị: Theo dõi và quan sát (trong trường hợp nhẹ hoặc tạm thời), liệu pháp hormone (để kích thích tinh hoàn xuống), phẫu thuật (orchiopexy) để đặt lại tinh hoàn vào bìu, nếu cần, thực hiện khoảng 6 đến 12 tháng tuổi, phẫu thuật mở hoặc nội soi (trong trường hợp cao hoặc kéo dài), cấy ghép tinh hoàn giả (trong trường hợp không có hoặc tinh hoàn không hoạt động), thăm khám định kỳ với bác sĩ tiết niệu hoặc phẫu thuật nhi. Nguyên nhân: Yếu tố di truyền, sinh non, hoặc rối loạn hormone trong thai kỳ"
"Tôi bị viễn thị, do đâu và có thuốc gì để chữa không?",viễn thị,"['Nguyên nhân', 'Điều trị']",Hyperopia,"Nguyên nhân: Tiêu cự mắt ngắn hơn bình thường. Điều trị: Kính mắt, kính áp tròng, phẫu thuật chỉnh hình"
"Bị trứng cá đỏ mà đau hoài, đó là bình thường không?",trứng cá đỏ,['Triệu chứng'],Acne vulgaris dạng viêm,"Mụn đỏ, sưng, có mủ; có thể gây sẹo sau viêm"
Bệnh cong vẹo cột sống xuất phát từ đâu và tôi nên làm gì để giảm triệu chứng?,cong vẹo cột sống,"['Nguyên nhân', 'Điều trị']",scoliosis,"Nguyên nhân: do bệnh lý (bại não, loạn dưỡng cơ, …), chấn thương, nhiễm trùng, phẫu thuật ở thành ngực trong thời thơ ấu hoặc ngồi sai tư thế trong suốt một thời gian dài, …. Điều trị: theo dõi định kỳ nếu nhẹ, mang đai chỉnh hình (brace), vật lý trị liệu, phẫu thuật nắn và cố định cột sống nếu cong vẹo tiến triển nặng;"
"Bị u nội tủy mà đau hoài, tại sao thế?",u nội tủy,['Nguyên nhân'],Ependymoma,Tăng trưởng bất thường trong tủy sống hoặc não
"Tôi bị suy tim phải, cảm thấy thế nào, do đâu, và nên làm gì để khỏe?",suy tim phải,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Right-Sided Heart Failure,Triệu chứng: Phù chân; gan to; khó thở; mệt mỏi. Điều trị: Thuốc lợi tim; thuốc ức chế ACE; thuốc lợi tiểu; thay đổi lối sống. Nguyên nhân: Suy tim trái lan ra; bệnh phổi mạn tính; tăng huyết áp
"Tôi bị herpangina, triệu chứng ra sao và vì sao vậy?",herpangina,"['Triệu chứng', 'Nguyên nhân']",Herpangina,"Triệu chứng: Đau họng, sốt, vết loét hoặc phồng rộp đau trong miệng và họng, khó nuốt, chán ăn. Nguyên nhân: Nhiễm virus, thường là Coxsackievirus"
Bị đái tháo đường type 1 thì có gì bất thường không?,đái tháo đường type 1,['Triệu chứng'],Type 1 Diabetes Mellitus,"Khát nước, tiểu nhiều, sụt cân, mệt mỏi, mờ mắt, buồn nôn"
"Tôi bị quai bị và thấy mệt, có cần đi bác sĩ không?",quai bị,['Triệu chứng'],Mumps,"Sưng tuyến nước bọt (thường là tuyến mang tai), sốt, đau đầu, mệt mỏi"
"Tôi thấy khó chịu ở nhồi máu cơ tim, phải làm sao để hết?",nhồi máu cơ tim (cấp tính và mãn tính),['Điều trị'],Myocardial Infarction,Điều trị cấp cứu bằng dung dịch tan cục (thrombolytic); can thiệp nội mạch (PCI); phẫu thuật; thuốc giảm đau; thuốc chống đông
Làm sao để tôi bớt đau khi bị động mạch ngoại biên?,động mạch ngoại biên,['Điều trị'],Peripheral Artery Disease,"thay đổi lối sống, statin, aspirin hoặc clopidogrel, kiểm soát bệnh nền, can thiệp nong mạch, đặt stent hoặc phẫu thuật bắc cầu động mạch;"
"Tôi bị hội chứng động mạch tủy sống trước, cảm thấy thế nào và nên làm gì để khỏe?",hội chứng động mạch tủy sống trước,"['Triệu chứng', 'Điều trị']",Anterior spinal artery syndrome,"Triệu chứng: Liệt hai chân hoặc toàn thân, Mất cảm giác đau và nhiệt độ. Điều trị: Phẫu thuật, Vật lí trị liệu và phục hồi chức năng"
Tôi bị hội chứng edward vì ăn uống không lành mạnh à?,hội chứng edward,['Nguyên nhân'],Edward Syndrome,Trisomy 18 (dư thừa nhiễm sắc thể 18)
"Tôi hay bị đau khi bị vết loét lạnh, đó có phải vấn đề không?",vết loét lạnh (mụn nước sốt),['Triệu chứng'],Herpes Simplex Virus type 1,"Mụn nước nhỏ, đau rát, sưng đỏ quanh miệng; có thể nứt ra và hình thành vết loét"
"Tôi bị leishmania, do đâu và có thuốc gì để chữa không?",leishmania,"['Nguyên nhân', 'Điều trị']",Leishmaniasis,"Nguyên nhân: Nhiễm ký sinh trùng từ côn trùng cắn. Điều trị: Thuốc chống ký sinh trùng, điều trị biến chứng, kiểm soát vector (ở vùng lưu hành)"
